DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,29.45437486208333,59.17833325041667,59.17833325041667,0.0,209433.44079999998,0.0,0.0,209433.44079999998,,,,
1.0,30.5859816175,60.316628289166665,60.316628289166665,0.0,209619.08679999996,0.0,0.0,209619.08679999996,14.0,0.0,0.0,14.0
2.0,30.209097213333333,59.10486107041667,59.10486107041667,0.0,209315.86499999996,0.0,0.0,209315.86499999996,14.0,0.0,0.0,14.0
3.0,29.72909707875,60.65527775791667,60.65527775791667,0.0,209615.99269999997,0.0,0.0,209615.99269999997,14.0,0.0,0.0,14.0
4.0,28.359548087083336,63.138432296249995,63.138432296249995,0.0,209739.75669999997,0.0,0.0,209739.75669999997,14.0,0.0,0.0,14.0
5.0,29.93251817166667,61.102373248750006,61.102373248750006,0.0,196367.05649999998,0.0,0.0,196367.05649999998,14.0,0.0,0.0,14.0
6.0,30.12451371083333,60.0150694975,60.0150694975,0.0,209637.65139999997,0.0,0.0,209637.65139999997,14.0,0.0,0.0,14.0
7.0,30.548333099999997,59.161666652916665,59.161666652916665,0.0,209402.49979999996,0.0,0.0,209402.49979999996,14.0,0.0,0.0,14.0
8.0,30.954027585833334,60.0856249025,60.0856249025,0.0,209687.15699999998,0.0,0.0,209687.15699999998,14.0,0.0,0.0,14.0
9.0,30.70698095083333,60.4052961075,60.4052961075,0.0,209306.58269999997,0.0,0.0,209306.58269999997,14.0,0.0,0.0,14.0
10.0,29.109374887083334,60.56472222125,60.56472222125,0.0,209646.93369999997,0.0,0.0,209646.93369999997,14.0,0.0,0.0,14.0
11.0,27.843009500833332,59.47927724083333,59.47927724083333,0.0,209739.7567,0.0,0.0,209739.7567,14.0,0.0,0.0,14.0
12.0,24.818402667083333,58.4444444475,58.4444444475,0.0,209551.01659999997,0.0,0.0,209551.01659999997,14.0,0.0,0.0,14.0
13.0,25.98888641875,59.97618411958334,59.97618411958334,0.0,209659.31009999997,0.0,0.0,209659.31009999997,14.0,0.0,0.0,14.0
14.0,29.524540183750002,60.314157120000004,60.314157120000004,0.0,209674.78059999997,0.0,0.0,209674.78059999997,14.0,0.0,0.0,14.0
15.0,25.55569440416667,59.357430595000004,59.357430595000004,0.0,209656.21599999996,0.0,0.0,209656.21599999996,14.0,0.0,0.0,14.0
16.0,27.267073256666666,60.12815478416667,60.12815478416667,0.0,104976.6248,28.197,66.192,105071.0138,13.0,1.0,1.0,13.0
17.0,27.092315125,59.78833091375,59.78833091375,0.0,73574.6039,5263.44,11188.1028,90026.14670000001,13.0,13.0,13.0,13.0
18.0,29.588445785,62.72530413583333,62.72530413583333,0.0,73611.7331,5258.7405,11191.4124,90061.886,14.0,13.0,13.0,14.0
19.0,30.831111047916668,62.64138890125,62.64138890125,0.0,73586.9803,5263.44,11194.722,90045.14229999999,14.0,13.0,13.0,14.0
20.0,29.652154999999997,63.2453654675,63.2453654675,0.0,73605.5449,5258.7405,11191.4124,90055.6978,14.0,13.0,13.0,14.0
21.0,29.62095316,64.11536133583333,64.11536133583333,0.0,73574.6039,5257.174,11189.7576,90021.5355,14.0,13.0,13.0,14.0
22.0,26.056527764583333,61.43715279208333,61.43715279208333,0.0,73599.3567,5260.307,11191.4124,90051.0761,14.0,13.0,13.0,14.0
23.0,26.69263890666667,61.55972222166667,61.55972222166667,0.0,86053.1092,6161.0445,13114.29,105328.44370000002,14.0,13.0,14.0,14.0
24.0,24.43769875125,62.219543268749995,62.219543268749995,0.0,146508.7291,10483.018,22303.3944,179295.1415,14.0,13.0,13.0,14.0
25.0,23.940902735416667,62.52062497708334,62.52062497708334,0.0,146610.8344,10486.151,22296.7752,179393.7606,14.0,13.0,13.0,14.0
26.0,24.601658335,63.033013213333334,63.033013213333334,0.0,146406.6238,10443.8555,22220.6544,179071.1337,14.0,13.0,13.0,14.0
27.0,26.713666107916666,63.349422857916664,63.349422857916664,0.0,146719.1279,10479.885,22281.882,179480.8949,14.0,13.0,13.0,14.0
