DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,24.156201470833334,47.03701348458333,47.03701348458333,1.6504296277500001,118859.8515,19994.806,12521.8716,151376.5291,,,,
1.0,22.75284717625,52.142309230416664,52.142309230416664,1.5252391657916666,206747.76199999996,29879.421,17517.7128,254144.8958,14.0,13.0,14.0,14.0
2.0,23.410833199583333,52.3869836175,52.3869836175,1.5241305885833334,206704.44459999996,29921.7165,17519.3676,254145.5287,13.0,13.0,13.0,13.0
3.0,23.717916581249998,53.70100230666667,53.70100230666667,1.5255187154583334,206719.91509999998,29904.485,17547.4992,254171.8993,14.0,13.0,13.0,14.0
4.0,24.40340265458333,61.47478064791667,61.47478064791667,1.5195488504999999,206753.95019999996,29880.9875,17530.9512,254165.8889,14.0,13.0,14.0,14.0
5.0,24.898124876249998,67.36753152041666,67.36753152041666,1.51606243875,206723.00919999997,29907.618,17507.784,254138.4112,13.0,13.0,13.0,13.0
6.0,24.042425265416668,69.12257820833334,69.12257820833334,1.534659807,206444.5402,29896.6525,17516.058,253857.25069999998,14.0,13.0,13.0,14.0
7.0,23.43967760958333,65.92368868208332,65.92368868208332,1.5484620983750002,206772.51479999998,29898.219,17540.88,254211.61380000002,14.0,13.0,13.0,14.0
8.0,22.74247299625,60.292326054166665,60.292326054166665,1.5594985472083334,205776.2146,29693.0075,17459.7948,252929.01690000002,14.0,13.0,13.0,14.0
9.0,22.763055455833335,57.30395853041667,57.30395853041667,1.5644802466666665,206497.13989999998,29880.9875,17497.8552,253875.9826,13.0,13.0,13.0,13.0
10.0,22.504652022083334,56.045882363749996,56.045882363749996,1.5713527677083334,184810.59299999996,27850.8035,16342.804799999998,229004.20130000002,13.0,13.0,13.0,13.0
11.0,22.70902770083333,58.44951398458333,58.44951398458333,1.5762276800833332,206364.09359999996,29837.1255,17509.4388,253710.6579,14.0,13.0,13.0,14.0
12.0,22.841276050833333,59.214686625000006,59.214686625000006,1.5777782355833334,192833.5943,27357.356,16316.328,236507.2783,14.0,13.0,14.0,14.0
13.0,22.726796255,62.674136157499994,62.674136157499994,1.5846469233333333,191985.81089999998,27269.632,16309.7088,235565.15170000002,13.0,13.0,13.0,13.0
14.0,22.98298604958333,66.79235870916666,66.79235870916666,1.5847860054583334,206695.1623,29895.086000000003,17554.1184,254144.3667,14.0,13.0,13.0,14.0
15.0,23.695763797083334,72.93916645333333,72.93916645333333,1.5749692562083333,206763.23249999998,29868.4555,17542.5348,254174.22280000002,14.0,13.0,14.0,14.0
16.0,23.850972172083335,77.67185864666666,77.67185864666666,1.5738998166666667,206794.17349999998,29874.7215,17486.2716,254155.1666,13.0,13.0,13.0,13.0
17.0,24.286388774166667,78.79127791958334,78.79127791958334,1.5573448625833333,206812.73809999996,29920.15,17517.7128,254250.6009,13.0,13.0,13.0,13.0
18.0,24.742316822083335,80.07969576833334,80.07969576833334,1.5352525397083332,206466.19889999996,29871.5885,17502.8196,253840.60700000002,14.0,13.0,13.0,14.0
19.0,24.447986105833333,81.80000743875,81.80000743875,1.5182296737499998,206704.44459999996,29868.4555,17524.332,254097.2321,14.0,13.0,13.0,14.0
20.0,23.88951375625,81.53877806708333,81.53877806708333,1.4978069524583333,206766.32659999997,29873.155,17502.8196,254142.3012,14.0,13.0,14.0,14.0
21.0,23.409444391250002,81.93526349458334,81.93526349458334,1.4692344545416667,206125.8479,29838.692,17486.2716,253450.8115,13.0,13.0,13.0,13.0
22.0,23.601242305,81.83275397958333,81.83275397958333,1.4214624255,206391.94049999997,29840.2585,17517.7128,253749.9118,14.0,13.0,13.0,14.0
23.0,22.961041529583337,81.79900695166667,81.79900695166667,1.371195851625,206651.84489999997,29862.1895,17535.9156,254049.95,14.0,13.0,13.0,14.0
24.0,22.459305412916667,80.92910731333333,80.92910731333333,1.3137221138333333,206729.19739999998,29865.3225,17497.8552,254092.3751,14.0,13.0,14.0,14.0
25.0,22.881527698750002,81.01834728625,81.01834728625,1.2582024784166668,206812.73809999996,29924.8495,17519.3676,254256.9552,14.0,14.0,14.0,14.0
26.0,22.821388844583335,81.50806516791667,81.50806516791667,1.24720328575,206760.13839999997,29904.485,17557.428,254222.0514,14.0,13.0,13.0,14.0
27.0,22.957013812499998,81.62757196916667,81.62757196916667,1.098595037375,206716.82099999997,29865.3225,17540.88,254123.0235,14.0,13.0,14.0,14.0
