DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,24.378316777641444,44.47682084128004,44.47682084128004,1.0806574560954378,74617.3156,7613.19,108078.2976,190308.80320000002,,,,
1.0,26.331612556115108,58.32889899368985,58.32889899368985,1.871763265154035,0.0,0.0,199734.36,199734.36,0.0,0.0,21.0,21.0
2.0,26.59244581377399,51.25329100488303,51.25329100488303,1.8690456405320137,0.0,0.0,200561.76000000004,200561.76000000004,0.0,0.0,22.0,22.0
3.0,26.26972213453712,54.766563872046056,54.766563872046056,1.8981832855277547,0.0,0.0,199734.36,199734.36,0.0,0.0,22.0,22.0
4.0,25.645334145735386,56.17712829302106,56.17712829302106,1.972671339615978,0.0,0.0,199899.84000000003,199899.84000000003,0.0,0.0,22.0,22.0
5.0,26.369236009650695,60.74773662510933,60.74773662510933,2.0737760936220435,0.0,0.0,200230.80000000002,200230.80000000002,0.0,0.0,22.0,22.0
6.0,26.24407796782089,62.835887896495706,62.835887896495706,2.145766819454011,0.0,0.0,200065.32000000004,200065.32000000004,0.0,0.0,22.0,22.0
7.0,25.83750462280388,64.43279095115042,64.43279095115042,2.196793171928985,0.0,0.0,200561.76000000004,200561.76000000004,0.0,0.0,22.0,22.0
8.0,25.794452909614616,63.71254678020316,63.71254678020316,2.2417559206485707,0.0,0.0,199899.84000000003,199899.84000000003,0.0,0.0,22.0,22.0
9.0,24.671027652526902,63.930000294941614,63.930000294941614,2.302393505805124,0.0,0.0,166141.92,166141.92,0.0,0.0,20.0,20.0
10.0,26.502808376888172,65.68376654844116,65.68376654844116,2.177297192149687,0.0,0.0,199899.84000000003,199899.84000000003,0.0,0.0,22.0,22.0
11.0,25.72142832503196,69.3959059301265,69.3959059301265,2.2177596915099307,0.0,0.0,200230.80000000002,200230.80000000002,0.0,0.0,22.0,22.0
12.0,25.41147255157095,71.54878607720454,71.54878607720454,2.2628215268254235,0.0,0.0,200396.28000000003,200396.28000000003,0.0,0.0,22.0,22.0
13.0,25.87756535406511,72.35680128480648,72.35680128480648,2.2656014594766782,0.0,0.0,200396.28000000003,200396.28000000003,0.0,0.0,22.0,22.0
14.0,25.684736062817397,70.49014627878596,70.49014627878596,2.306958990130155,0.0,0.0,199899.84000000003,199899.84000000003,0.0,0.0,22.0,22.0
15.0,26.386519228426806,70.48020900941388,70.48020900941388,2.3642958430780254,0.0,0.0,200396.28000000003,200396.28000000003,0.0,0.0,22.0,22.0
16.0,25.515182955000782,70.54551755509176,70.54551755509176,2.493398843374512,0.0,0.0,200396.28000000003,200396.28000000003,0.0,0.0,22.0,22.0
17.0,25.36569233419956,69.4382559145397,69.4382559145397,2.6374223629794042,0.0,13315.25,185834.04000000004,199149.29000000004,0.0,2.0,21.0,22.0
18.0,25.414409646196177,77.12671155843718,77.12671155843718,2.8219442629284726,0.0,189703.15,0.0,189703.15,0.0,22.0,0.0,22.0
19.0,25.0896401997134,75.98519860790161,75.98519860790161,1.5490478054313936,0.0,189389.85,0.0,189389.85,0.0,22.0,0.0,22.0
20.0,25.353609444249845,76.4568023790019,76.4568023790019,1.4850343743557624,0.0,189076.55,0.0,189076.55,0.0,21.0,0.0,21.0
21.0,25.467624902990337,77.4160484668479,77.4160484668479,2.461715856095149,0.0,189859.8,0.0,189859.8,0.0,22.0,0.0,22.0
22.0,25.193690314720442,78.9032085805001,78.9032085805001,2.485082363383557,0.0,189703.15,0.0,189703.15,0.0,22.0,0.0,22.0
23.0,25.49270824723769,79.20909717877701,79.20909717877701,2.325607362720697,0.0,189076.55,0.0,189076.55,0.0,22.0,0.0,22.0
24.0,24.806597125530192,78.17611111270053,78.17611111270053,2.40585985647307,0.0,188919.9,0.0,188919.9,0.0,21.0,0.0,21.0
25.0,25.09215264320368,79.08895831637908,79.08895831637908,2.4370612877110545,0.0,190016.45,0.0,190016.45,0.0,22.0,0.0,22.0
26.0,25.43645824061495,80.3259722365273,80.3259722365273,2.4020565029647574,0.0,189076.55,0.0,189076.55,0.0,22.0,0.0,22.0
27.0,24.874861023161102,78.99423611693908,78.99423611693908,2.6096958943539144,0.0,189557.4655,0.0,189557.4655,0.0,22.0,0.0,22.0
