DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,25.752777663333333,52.42180564375,52.42180564375,0.7826197902500001,206747.762,29920.15,17512.7484,254180.6604,,,,
1.0,25.81737591833333,54.710059057083335,54.710059057083335,0.8004928325416666,199786.03699999998,29014.713,73046.1816,301846.9316,13.0,13.0,18.0,18.0
2.0,26.4354393325,50.850202637916674,50.850202637916674,0.816051467125,0.0,100882.6,86546.04,187428.64,0.0,12.0,10.0,21.0
3.0,26.855822414583333,48.16053545875,48.16053545875,0.7751127982916667,0.0,100412.65,82905.48,183318.13,0.0,12.0,10.0,21.0
4.0,26.305115790000002,53.42085235625,53.42085235625,0.6665182955416666,0.0,100882.60000000002,86877.0,187759.6,0.0,12.0,10.0,21.0
5.0,26.283567861250003,54.48850979666667,54.48850979666667,0.5164970175,0.0,100882.6,86711.52,187594.12,0.0,12.0,10.0,21.0
6.0,26.04759102458333,55.67572846791666,55.67572846791666,0.36397211554166664,0.0,100412.65,86711.52,187124.16999999998,0.0,12.0,10.0,21.0
7.0,26.77474445333333,54.326823286250004,54.326823286250004,0.571381367,0.0,100882.60000000002,87042.48,187925.08000000002,0.0,12.0,10.0,21.0
8.0,26.604862785416667,58.1364474925,58.1364474925,0.7970759492083334,0.0,100882.60000000002,87042.48,187925.08000000002,0.0,12.0,10.0,21.0
9.0,26.830617020833333,53.653516967083334,53.653516967083334,0.8060055417499999,0.0,100882.6,86546.04,187428.64,0.0,12.0,10.0,21.0
10.0,26.51131222291667,57.03041451375,57.03041451375,0.8152486397500001,0.0,100099.35,86877.0,186976.35,0.0,11.0,10.0,20.0
11.0,26.507865995,58.04304858333333,58.04304858333333,0.8275280722083332,0.0,100882.60000000002,87042.48,187925.08000000002,0.0,12.0,10.0,21.0
12.0,26.454159415833335,58.40871173208333,58.40871173208333,0.8411747275833333,0.0,100725.95,87042.48,187768.43,0.0,12.0,10.0,21.0
13.0,26.80389208708333,56.32549507791666,56.32549507791666,0.8582408285833334,0.0,100412.65000000001,87042.48,187455.13,0.0,12.0,10.0,21.0
14.0,26.62442556625,59.217260868333334,59.217260868333334,1.211238797,0.0,100725.95000000001,87042.48,187768.43,0.0,12.0,10.0,21.0
15.0,26.405221879166664,63.43582424791666,63.43582424791666,1.7491128692083333,0.0,100882.60000000002,87042.48,187925.08000000002,0.0,12.0,10.0,21.0
16.0,26.1754859875,66.76486164250001,66.76486164250001,1.7654698331249998,0.0,100882.6,86546.04,187428.64,0.0,12.0,10.0,21.0
17.0,26.329305468749997,68.08788775041667,68.08788775041667,1.7851003962083334,0.0,100412.65,86877.0,187289.65,0.0,12.0,10.0,21.0
18.0,26.301401372083333,70.18616398833333,70.18616398833333,1.8348656734166668,0.0,100882.60000000002,20850.48,121733.08,0.0,12.0,3.0,14.0
19.0,26.119919235,72.67422458333333,72.67422458333333,1.887940470625,0.0,0.0,66192.0,66192.0,0.0,0.0,7.0,7.0
20.0,26.129015059583335,73.129112335,73.129112335,1.9085252782916668,0.0,100882.6,86546.04,187428.64,0.0,12.0,10.0,21.0
21.0,26.181319330833333,72.77332246208333,72.77332246208333,1.953268483875,0.0,100412.65000000001,87042.48,187455.13,0.0,12.0,10.0,21.0
22.0,26.288105757083333,73.90947064708334,73.90947064708334,1.9982279250416666,0.0,100725.95,87042.48,187768.43,0.0,12.0,10.0,21.0
23.0,26.282152710416668,73.02433226041667,73.02433226041667,2.057160270125,0.0,100882.60000000002,86877.0,187759.6,0.0,12.0,10.0,21.0
24.0,25.957194350833333,73.1215894775,73.1215894775,1.8884360689583335,0.0,100882.60000000002,86494.7412,187377.34120000002,0.0,12.0,10.0,21.0
25.0,25.728412138333336,71.66152811416667,71.66152811416667,0.30426056470833335,0.0,100725.95000000001,86546.04,187271.99,0.0,12.0,10.0,21.0
26.0,25.283785372083333,72.34046935833334,72.34046935833334,1.4723340761666666,0.0,100412.65,86877.0,187289.65,0.0,11.0,10.0,20.0
27.0,25.53489812375,74.57022829458333,74.57022829458333,2.6009898868333337,0.0,100725.95,87042.48,187768.43,0.0,12.0,10.0,21.0
