DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,25.783124936951477,59.564791644944044,59.564791644944044,1.833170523466307,206834.39679999996,29910.751,17499.51,254244.6578,,,,
1.0,26.232569397820328,59.1747222979863,59.1747222979863,1.2386364700593733,206781.79709999997,29915.4505,17539.2252,254236.47280000002,14.0,13.0,13.0,14.0
2.0,27.821249906221976,53.742916695276854,53.742916695276854,0.702048793956655,206719.91509999998,29896.6525,17532.606,254149.1736,14.0,13.0,13.0,14.0
3.0,27.668194301923055,56.02131941848327,56.02131941848327,0.21046337713018623,206797.2676,29888.82,17499.51,254185.5976,14.0,13.0,14.0,14.0
4.0,28.571735903951804,49.911388860808444,49.911388860808444,0.006356958409049983,206846.77319999997,29932.682,17529.2964,254308.7516,13.0,13.0,13.0,13.0
5.0,29.046180344952433,50.640972190433025,50.640972190433025,0.0,206753.95019999996,29901.352,17540.88,254196.18219999998,14.0,13.0,13.0,14.0
6.0,29.759513706631086,52.26479166083862,52.26479166083862,0.0,206775.60889999996,29882.554000000004,17506.1292,254164.2921,14.0,13.0,14.0,14.0
7.0,28.19562486675046,50.610000072585166,50.610000072585166,0.793160761602045,206806.54989999998,29929.549,17525.9868,254262.08570000003,13.0,13.0,13.0,13.0
8.0,28.126080437613478,49.64265645151978,49.64265645151978,1.98409325853551,206729.19739999998,29873.155,17545.8444,254148.1968,14.0,13.0,13.0,14.0
9.0,27.889444336626223,51.61270141469103,51.61270141469103,2.030761237442489,206763.23249999998,29912.3175,17502.8196,254178.3696,13.0,13.0,13.0,13.0
10.0,28.012742985619386,53.431597179836665,53.431597179836665,2.063988412171597,206695.16229999997,29915.4505,17514.4032,254125.016,14.0,13.0,13.0,14.0
11.0,27.724428406688855,57.2259028964572,57.2259028964572,2.102085662550391,206593.05699999997,29884.1205,17524.332,254001.5095,14.0,13.0,13.0,14.0
12.0,28.974999858273346,58.23381938669413,58.23381938669413,2.1223086355460965,206772.51479999998,29898.219,17502.8196,254173.5534,13.0,13.0,13.0,13.0
13.0,29.06650682171177,59.63163205093793,59.63163205093793,2.1694372365872017,206781.7971,29927.9825,17532.606,254242.38559999998,13.0,13.0,13.0,13.0
14.0,28.71097210619186,60.962986116673584,60.962986116673584,2.2299815995825614,206710.63279999996,29907.618,17525.9868,254144.23759999996,14.0,13.0,13.0,14.0
15.0,27.7333956885337,59.959236047002946,59.959236047002946,2.3119670372870176,206732.29149999996,29904.485,17542.5348,254179.3113,14.0,13.0,13.0,14.0
16.0,28.346270627313018,61.746597242355286,61.746597242355286,2.3635951548814735,206695.16229999997,29874.7215,17509.4388,254079.3226,13.0,13.0,13.0,13.0
17.0,28.49472203652059,62.17409707970085,62.17409707970085,2.434256517721543,206775.6089,29926.416,17525.9868,254228.0117,13.0,13.0,13.0,13.0
18.0,28.857430493831576,63.33361106713608,63.33361106713608,2.509057870672803,206723.00919999997,29920.15,17516.058,254159.21719999998,14.0,13.0,13.0,14.0
19.0,27.724055433538194,63.61687492529547,63.61687492529547,2.6279910504817923,205711.2385,29754.101,17479.6524,252944.9919,14.0,13.0,13.0,14.0
20.0,26.604319398668082,65.79911099857729,65.79911099857729,2.7595523286196872,206682.78589999996,29866.889,17552.4636,254102.13849999997,14.0,13.0,13.0,14.0
21.0,24.080496550059934,67.58256217263006,67.58256217263006,2.940325250393809,206713.72689999998,29840.2585,17489.581200000004,254043.56660000002,14.0,13.0,14.0,14.0
22.0,24.181589650100452,68.85687642645702,68.85687642645702,3.0408795666363453,206416.69329999998,29860.623,17502.8196,253780.1359,13.0,13.0,13.0,13.0
23.0,24.811534702553313,70.59002318463408,70.59002318463408,3.1978038192679272,206364.0936,29808.9285,17486.2716,253659.2937,14.0,13.0,13.0,14.0
24.0,23.716666542159135,72.7546596569497,72.7546596569497,3.3896573526653104,206664.22129999998,29868.4555,17481.3072,254013.98400000003,13.0,13.0,13.0,13.0
25.0,21.33006933397712,72.17159785701708,72.17159785701708,3.522214877523268,206605.4334,29898.219,17496.2004,253999.85280000002,13.0,13.0,13.0,13.0
26.0,21.221840173006324,73.09836673824726,73.09836673824726,3.596032187011502,206524.9868,29879.421,17525.9868,253930.39460000003,14.0,13.0,13.0,14.0
27.0,23.53837247149242,74.5959888341418,74.5959888341418,3.602895687063809,206639.46849999996,29871.5884999999,17522.6772,254033.7341999999,14.0,13.0,13.0,14.0
