DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,26.3507636925,54.10687499833333,54.10687499833333,0.0,156589.30689999997,670.462,1449.6048,158709.37369999997,,,,
1.0,27.652467630416666,55.57018073625,55.57018073625,0.0,176233.74779999998,0.0,0.0,176233.74779999998,12.0,0.0,0.0,12.0
2.0,33.65576370875,53.80159726708334,53.80159726708334,0.0,176233.74779999998,0.0,0.0,176233.74779999998,12.0,0.0,0.0,12.0
3.0,26.466633074166666,56.10724371,56.10724371,0.0,209575.76939999996,0.0,0.0,209575.76939999996,14.0,0.0,0.0,14.0
4.0,27.082571747083335,56.95639607166667,56.95639607166667,0.0,209585.05169999998,0.0,0.0,209585.05169999998,13.0,0.0,0.0,13.0
5.0,26.496666530416665,56.727986057083335,56.727986057083335,0.0,209575.76939999996,0.0,0.0,209575.76939999996,14.0,0.0,0.0,14.0
6.0,26.17461682708333,57.46724854208333,57.46724854208333,0.0,209622.18089999998,0.0,0.0,209622.18089999998,14.0,0.0,0.0,14.0
7.0,26.63978216625,57.10040963875,57.10040963875,0.0,209721.19209999996,0.0,0.0,209721.19209999996,14.0,0.0,0.0,14.0
8.0,26.220614316666666,57.04711629,57.04711629,0.0,209588.14579999997,0.0,0.0,209588.14579999997,14.0,0.0,0.0,14.0
9.0,25.733349982916668,56.66619972083333,56.66619972083333,0.0,209718.09799999997,0.0,0.0,209718.09799999997,14.0,0.0,0.0,14.0
10.0,27.5609816975,56.71654691333333,56.71654691333333,0.0,209269.45349999997,0.0,0.0,209269.45349999997,14.0,0.0,0.0,14.0
11.0,26.345277723333336,56.599722211666666,56.599722211666666,0.0,209693.34519999998,0.0,0.0,209693.34519999998,14.0,0.0,0.0,14.0
12.0,25.905766194999998,56.686905610416666,56.686905610416666,0.0,209492.22869999998,0.0,0.0,209492.22869999998,13.0,0.0,0.0,13.0
13.0,25.713876827916668,56.84980606833333,56.84980606833333,0.0,209572.67529999997,0.0,0.0,209572.67529999997,13.0,0.0,0.0,13.0
14.0,27.801374680416668,56.59802262416667,56.59802262416667,0.0,190352.1261,3216.0245,6842.598,200410.7486,13.0,4.0,4.0,13.0
15.0,31.92736098083333,57.582986112916664,57.582986112916664,0.0,146601.5521,10501.816,22328.2164,179431.5845,13.0,13.0,13.0,13.0
16.0,31.96158595958333,56.682668299583334,56.682668299583334,0.0,74973.1371,5399.7255,11449.5612,91822.4238,7.0,7.0,7.0,7.0
17.0,31.379802157916668,56.86494701958333,56.86494701958333,0.0,146360.2123,10456.3875,22233.8928,179050.49260000003,14.0,13.0,13.0,14.0
18.0,26.653505966666668,57.15647525333333,57.15647525333333,0.0,146601.5521,10504.949,22341.4548,179447.9559,13.0,13.0,13.0,13.0
19.0,31.470856790833334,57.3943349975,57.3943349975,0.0,146434.4707,10495.55,22316.6328,179246.6535,13.0,13.0,13.0,13.0
20.0,31.5773845775,57.77558499041667,57.77558499041667,0.0,146434.4707,10495.55,22316.6328,179246.6535,13.0,13.0,13.0,13.0
21.0,26.7489711875,57.47290486416667,57.47290486416667,0.0,146675.8105,10498.683,22331.526,179506.0195,13.0,13.0,13.0,13.0
22.0,25.11400941875,57.6503910825,57.6503910825,0.0,146579.8934,10500.2495,22329.8712,179410.0141,13.0,13.0,13.0,13.0
23.0,24.957040899166667,57.72598987791667,57.72598987791667,0.0,146613.9285,10470.486,22276.9176,179361.33210000003,14.0,13.0,13.0,14.0
24.0,24.556437047083335,57.77519073416667,57.77519073416667,0.0,146573.7052,10459.5205,22230.5832,179263.8089,14.0,13.0,13.0,14.0
25.0,24.142708198333334,58.82055553083333,58.82055553083333,0.0,146063.1787,10454.821,22242.1668,178760.1665,13.0,13.0,13.0,13.0
26.0,24.687588149583334,58.391539030833336,58.391539030833336,0.0,146632.4931,10473.619,22268.6436,179374.7557,14.0,13.0,13.0,14.0
27.0,24.102361117083333,59.25333333375,59.25333333375,0.0,146675.8105,10475.1855,22262.0244,179413.02039999998,14.0,13.0,13.0,14.0
