DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,31.007708146836972,46.779235972298466,46.779235972298466,1.278801509903533,209711.90979999996,0.0,0.0,209711.90979999996,,,,
1.0,30.996736017862915,41.687986052036244,41.687986052036244,1.2715383008122396,209705.72159999996,0.0,0.0,209705.72159999996,14.0,0.0,0.0,14.0
2.0,29.223194466696793,39.41319446166352,39.41319446166352,1.3028822299506893,209606.71039999998,0.0,0.0,209606.71039999998,14.0,0.0,0.0,14.0
3.0,32.780069417423626,40.03479165765971,40.03479165765971,1.270077186077828,209711.90979999996,0.0,0.0,209711.90979999996,14.0,0.0,0.0,14.0
4.0,30.43833327823211,40.407500041855656,40.407500041855656,1.3117454244858633,209699.53339999996,0.0,0.0,209699.53339999996,14.0,0.0,0.0,14.0
5.0,29.949999960263522,41.76090283393855,41.76090283393855,1.3260834127664516,209755.22719999996,0.0,0.0,209755.22719999996,14.0,0.0,0.0,14.0
6.0,28.970839099291307,48.20661251010639,48.20661251010639,1.3485057431762453,209711.90979999996,0.0,0.0,209711.90979999996,14.0,0.0,0.0,14.0
7.0,27.269791604412873,53.24182555127724,53.24182555127724,1.3727974346942335,209547.92249999996,0.0,0.0,209547.92249999996,13.0,0.0,0.0,13.0
8.0,27.633124857478617,52.864722188313756,52.864722188313756,1.3771449189219165,209591.23989999996,0.0,0.0,209591.23989999996,14.0,0.0,0.0,14.0
9.0,28.09805549250704,53.95062489509578,53.95062489509578,1.3650973916053728,209634.55729999996,0.0,0.0,209634.55729999996,14.0,0.0,0.0,14.0
10.0,30.118680408265813,56.83826376597082,56.83826376597082,1.3258858596285141,209705.72159999996,0.0,0.0,209705.72159999996,14.0,0.0,0.0,14.0
11.0,33.22780808185673,57.90629814299706,57.90629814299706,1.2956724695973543,209594.33399999997,0.0,0.0,209594.33399999997,14.0,0.0,0.0,14.0
12.0,34.066944253444625,57.788680593172664,57.788680593172664,1.289987757388083,209588.14579999997,0.0,0.0,209588.14579999997,14.0,0.0,0.0,14.0
13.0,29.734691347420277,57.03430328194026,57.03430328194026,1.352522843919002,191673.30679999996,3386.77299999999,5389.6836,200449.76339999994,13.0,3.0,3.0,13.0
14.0,30.37757984547962,57.457968451613034,57.457968451613034,1.3591804436511417,104747.66139999998,21132.085,33552.7248,159432.4712,14.0,13.0,13.0,14.0
15.0,32.60819313838204,56.74798616833152,56.74798616833152,1.333663491408025,104685.77939999998,21052.193499999903,33521.2836,159259.2564999999,14.0,13.0,14.0,14.0
16.0,33.48076385789442,55.89493057860263,55.89493057860263,1.3254803174071792,104695.06169999999,21143.0504999999,33524.5932,159362.70539999992,13.0,13.0,13.0,13.0
17.0,28.793295415724117,56.40704545204081,56.40704545204081,1.4088978832418222,104679.59119999998,21138.351000000002,33546.1056,159364.0478,13.0,13.0,13.0,13.0
18.0,29.40895829730559,56.92486117151045,56.92486117151045,1.4155786666605161,104729.09679999998,21150.882999999903,33551.07,159431.04979999992,14.0,13.0,13.0,14.0
19.0,30.217569326029828,56.36076386239788,56.36076386239788,1.4184197554157796,104729.09679999998,21060.025999999903,33537.8316,159326.9543999999,14.0,13.0,14.0,14.0
20.0,28.71555546787047,56.19909719891013,56.19909719891013,1.448782570908462,104673.40299999999,21146.1835,33526.248,159345.8345,13.0,13.0,13.0,13.0
21.0,28.740975652306712,54.83903135754965,54.83903135754965,1.4704647971980824,104741.47319999998,21163.4149999999,33526.248,159431.1361999999,13.0,13.0,13.0,13.0
22.0,28.14238484207235,54.816886981739344,54.816886981739344,1.4964830422500188,104738.37909999999,21139.917500000003,33524.5932,159402.88980000003,14.0,13.0,13.0,14.0
23.0,29.181944366296076,55.956875032848735,55.956875032848735,1.5111529244316901,104750.75549999998,21055.3265,33532.8672,159338.9492,14.0,13.0,14.0,14.0
24.0,28.395216452401858,55.73399243368262,55.73399243368262,1.5563041365822896,104735.28499999999,21113.2869999999,33547.7604,159396.3323999999,14.0,13.0,14.0,14.0
25.0,30.583843172921032,55.070507711377594,55.070507711377594,1.5762914950563243,104636.2738,21135.217999999903,33527.9028,159299.3945999999,13.0,13.0,13.0,13.0
26.0,28.33087332468693,55.62942561416298,55.62942561416298,1.656775352997234,104732.19089999999,21143.0504999999,33542.796,159418.0373999999,13.0,13.0,13.0,13.0
27.0,27.000596608033472,56.55926432479344,56.55926432479344,1.5615762508058573,104580.57999999999,21080.390499999903,33508.0452,159169.0156999999,14.0,13.0,13.0,14.0
