DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,23.428361,66.09423612666667,66.09423612666667,0.39206847733333333,50371.94799999999,7870.0960000000005,6941.886,65183.929999999986,,,,
1.0,23.47444433833333,65.28805555958333,65.28805555958333,0.3896756057083333,206698.25639999998,29891.953,17542.5348,254132.74420000002,14.0,13.0,13.0,14.0
2.0,23.679166594999998,65.68388890208332,65.68388890208332,0.3854318323333333,206806.54989999998,29890.3865,17509.4388,254206.3752,14.0,13.0,14.0,14.0
3.0,23.98749988333333,65.77180556791667,65.77180556791667,0.38199586554166665,206784.89119999998,29927.9825,17519.3676,254232.2413,13.0,13.0,13.0,13.0
4.0,24.364722078750003,65.63645825916667,65.63645825916667,0.3796387433333333,206719.91509999998,29898.219,17539.2252,254157.35930000004,14.0,13.0,13.0,14.0
5.0,24.365490831666666,65.46155886166666,65.46155886166666,0.381445670625,205940.2019,29783.8645,17373.7452,253097.8116,14.0,13.0,14.0,14.0
6.0,23.670902642083334,65.76506947375,65.76506947375,0.38898342729166663,206787.9853,29929.549,17525.9868,254243.5211,13.0,13.0,13.0,13.0
7.0,23.226666642500003,66.35888885625,66.35888885625,0.3901344069583333,206772.51479999998,29902.9185,17550.8088,254226.2421,14.0,13.0,13.0,14.0
8.0,23.193610986666666,66.44777770916667,66.44777770916667,0.39173676166666666,206791.0794,29871.5885,17544.1896,254206.8575,14.0,13.0,14.0,14.0
9.0,23.546180352083336,67.33215275666667,67.33215275666667,0.38747336279166666,206778.70299999998,29931.1155,17525.9868,254235.8053,13.0,13.0,13.0,13.0
10.0,23.781527754166664,67.90375004083333,67.90375004083333,0.383750977375,206784.8912,29909.1845,17555.7732,254249.8489,14.0,13.0,13.0,14.0
11.0,24.21490002083333,67.78601418041667,67.78601418041667,0.37921618320833334,206116.56559999997,29870.022,17486.2716,253472.8592,13.0,13.0,13.0,13.0
12.0,24.83333327,68.21201379708333,68.21201379708333,0.371733050875,206766.32659999997,29874.7215,17522.6772,254163.7253,14.0,13.0,14.0,14.0
13.0,25.024791552916668,68.10479167833334,68.10479167833334,0.36553791458333335,206478.57529999997,29912.3175,17512.7484,253903.6412,13.0,13.0,13.0,13.0
14.0,25.014235957916668,68.29765285583333,68.29765285583333,0.36229077275,206698.25639999998,29893.5195,17540.88,254132.6559,14.0,13.0,13.0,14.0
15.0,24.7433332,68.28255556333333,68.28255556333333,0.35980741516666664,206803.4558,29880.9875,17529.2964,254213.73969999998,13.0,13.0,13.0,13.0
16.0,25.256944370833335,68.45340276791667,68.45340276791667,0.3507756719583333,206800.36169999998,29938.948,17525.9868,254265.29650000003,13.0,13.0,13.0,13.0
17.0,25.587847139999997,68.9075694875,68.9075694875,0.34156889583333333,206738.47969999997,29909.1845,17550.8088,254198.473,14.0,13.0,13.0,14.0
18.0,25.57958319416667,69.27666663916666,69.27666663916666,0.3330336140416667,206800.36169999998,29882.554,17540.88,254223.79570000002,14.0,13.0,14.0,14.0
19.0,25.76534710458333,69.56534715291667,69.56534715291667,0.32137742666666663,206794.17349999998,29931.1155,17527.6416,254252.93060000002,13.0,13.0,13.0,13.0
20.0,25.918055454583335,69.55652787916667,69.55652787916667,0.30753172241666665,206760.13839999997,29909.1845,17550.8088,254220.13170000003,14.0,13.0,13.0,14.0
21.0,25.233472182499998,69.72145821875,69.72145821875,0.3023295040833333,206781.79709999997,29880.9875,17537.5704,254200.35499999998,14.0,13.0,14.0,14.0
22.0,26.113541708333333,69.678889,69.678889,0.28441558654166665,206834.3968,29935.815,17537.570400000004,254307.78220000002,13.0,13.0,13.0,13.0
23.0,26.3913888575,69.94354166916666,69.94354166916666,0.26966394758333334,206738.47969999997,29902.9185,17542.5348,254183.933,14.0,13.0,13.0,14.0
24.0,27.335277717500002,69.98659721416666,69.98659721416666,0.24996840558333333,206775.60889999996,29882.554,17530.9512,254189.1141,14.0,13.0,14.0,14.0
25.0,27.041527721250002,69.8945832725,69.8945832725,0.24409575966666666,206778.70299999998,29927.9825,17524.332,254231.01750000002,13.0,13.0,13.0,13.0
26.0,27.488680442499998,70.11652771083334,70.11652771083334,0.231479004375,206778.70299999998,29906.0515,17552.4636,254237.2181,14.0,13.0,13.0,14.0
27.0,31.260035978333335,90.66691563458333,90.66691563458333,0.23258977454166666,206778.70299999998,29906.0515,17552.4636,254237.2181,14.0,13.0,13.0,14.0
