DAT,temp,humidity,co2,ec,white_led_sum,blue_led_sum,red_led_sum,all_led_sum,white_led_count,blue_led_count,red_led_count,all_led_count
0.0,17.883219416208366,49.069297312112894,49.069297312112894,0.8828625635760865,193591.64879999997,27463.878,16342.804800000002,237398.3316,,,,
1.0,20.89132070075267,56.51458651024347,56.51458651024347,1.519835439480822,206757.04429999998,29877.8545,17542.5348,254177.4336,14.0,13.0,14.0,14.0
2.0,21.019760758854094,59.67144309181585,59.67144309181585,1.5282212157117092,206784.89119999998,29924.8495,17509.4388,254219.17950000003,14.0,13.0,14.0,14.0
3.0,21.2068054914474,61.482793024170654,61.482793024170654,1.5364572187350574,206744.66789999997,29912.3175,17522.6772,254179.6626,14.0,13.0,13.0,14.0
4.0,21.92006933424204,64.35598989764657,64.35598989764657,1.5311237118497383,206744.66789999997,29899.7854999999,17539.2252,254183.67859999993,14.0,13.0,13.0,14.0
5.0,22.379305447472422,67.84174015587314,67.84174015587314,1.5262052083402837,206760.13839999997,29877.8545,17502.8196,254140.8125,14.0,13.0,14.0,14.0
6.0,21.830834779783725,68.25042879966679,68.25042879966679,1.5595136082154708,206794.17349999998,29924.8495,17517.7128,254236.73580000005,13.0,13.0,13.0,13.0
7.0,21.062573417728597,67.81472595085306,67.81472595085306,1.58231905491783,206651.84489999997,29888.82,17535.9156,254076.5805,14.0,13.0,13.0,14.0
8.0,20.62582329861746,64.84483247300548,64.84483247300548,1.5987627049626372,205531.7807,29669.51,17444.9016,252646.19230000002,14.0,13.0,14.0,14.0
9.0,20.52034713162311,64.2232043457147,64.2232043457147,1.6065139961135,206800.36169999998,29915.4505,17521.0224,254236.83460000003,13.0,13.0,13.0,13.0
10.0,20.56635420841598,61.87368563167485,61.87368563167485,1.6127686568235975,184829.15759999998,27841.4045,16336.1856,229006.7477,13.0,13.0,13.0,13.0
11.0,20.52898421458404,64.0710500196884,64.0710500196884,1.6269793699025925,206559.02189999996,29877.8545,17504.4744,253941.35080000001,14.0,13.0,13.0,14.0
12.0,20.638257139675645,63.69196215970204,63.69196215970204,1.6375428805780237,193752.54199999996,27514.006,16395.7584,237662.30639999997,14.0,13.0,14.0,14.0
13.0,20.638013644212972,66.44656783537039,66.44656783537039,1.65393426141189,201150.53509999998,28862.762500000004,17062.6428,247075.94040000002,14.0,13.0,13.0,14.0
14.0,20.740694346692774,68.71535527802682,68.71535527802682,1.658403616530608,206800.36169999998,29890.3865,17491.236,254181.9842,13.0,13.0,13.0,13.0
15.0,21.3131248844994,70.39581223665022,70.39581223665022,1.6481927283076916,206107.2833,29808.9284999999,17469.7236,253385.93539999993,14.0,13.0,13.0,14.0
16.0,21.61562490860617,71.78184651539195,71.78184651539195,1.636316235879945,206766.32659999997,29896.6525,17539.2252,254202.2043,14.0,13.0,13.0,14.0
17.0,22.124444335036767,71.72659720844688,71.72659720844688,1.5921847357067744,206766.32659999997,29884.1205,17477.9976,254128.4447,14.0,13.0,14.0,14.0
18.0,22.526229853549236,72.43761672902455,72.43761672902455,1.5235532879729305,206750.85609999998,29918.5835,17519.3676,254188.8072,13.0,13.0,13.0,13.0
19.0,22.16395817995067,73.82659711307946,73.82659711307946,1.4765955748111852,206698.25639999998,29918.5835,17559.0828,254175.92270000002,14.0,13.0,13.0,14.0
20.0,21.637951302528503,73.18480368249091,73.18480368249091,1.4088414044016337,206719.91509999998,29860.623,17540.88,254121.4181,14.0,13.0,14.0,14.0
21.0,21.211458332671345,73.57379872814724,73.57379872814724,1.3603188515658753,206806.54989999998,29874.7215,17507.784,254189.0554,13.0,13.0,13.0,13.0
22.0,21.4789038004531,74.83754177160822,74.83754177160822,1.294745576633291,206803.45579999997,29913.884,17514.4032,254231.743,13.0,13.0,13.0,13.0
23.0,20.897568758089967,76.39550786601693,76.39550786601693,1.2246666062441434,206128.94199999998,29779.165,17479.6524,253387.7594,14.0,13.0,13.0,14.0
24.0,20.49600928127103,75.37112191654325,75.37112191654325,1.164357932198656,206512.61039999998,29866.889,17497.8552,253877.3546,14.0,13.0,14.0,14.0
25.0,20.848146601314806,75.30193061366819,75.30193061366819,1.1221491559787329,206837.49089999998,29935.815,17535.9156,254309.2215,14.0,13.0,14.0,14.0
26.0,20.83485856202722,75.61412944533168,75.61412944533168,1.1144236221695667,206750.85609999998,29920.15,17511.0936,254182.09970000002,13.0,13.0,13.0,13.0
27.0,21.04684079151325,75.79428267745577,75.79428267745577,1.1184566223961039,206438.352,29846.5245,17519.3676,253804.2441,14.0,13.0,13.0,14.0
